date,ore_extracted,equipment_workload,avg_processing_cost,pit_utilization_rate,production_intensity,operational_cost,haul_trips,safety_compliance_score,efficiency_index,operational_noise,revenue,profit,risk_zone,mine_region,shutdown_risk
7/19/2020,57.790.004.097.657,484.524.894.218.337,200.413.469.339.255,886.838.454.600.597,347.678.660.313.227,671.350.627.099.718,334.222.200.599.033,880.237.802.262.948,96.316.673.496.095,204.394.602.291.884,309.992.726.104.676,11.784.719.613.355,Low Risk,Sulawesi,No
7/20/2020,74.437.006.977.535,40,593.170.668.694.656,719.965.811.154.428,358.655.365.501.349,65.488.396.501.309,137.508.376.564.365,71.148.164.408.841,124.061.678.295.892,-868.528.535.590.433,294.556.119.999.044,778.785.394.195.341,Low Risk,Papua,No
7/21/2020,968.418.135.070.673,100.325.841.347.377,NA,864.380.400.943.069,625.388.708.315.772,352.953.053.520.789,914.421.029.132.791,100,965.272.876.922.639,-405.296.038.425.778,424.782.193.090.949,147.685.899.323.718,Low Risk,Papua,No
7/22/2020,973.772.059.343.467,848.680.018.072.995,296.378.769.092.262,722.264.477.858.488,56.725.205.676.595,428.383.780.097.259,195.692.845.133.599,695.874.102.074.588,114.739.600.156.312,-265.203.068.207.879,41.789.939.111.643,144.052.917.347.764,High Risk,Papua,No
7/23/2020,491.049.142.051.021,40,267.022.267.426.364,572.873.732.551.172,534.831.001.106.437,605.358.986.469.305,404.213.058.657.479,809.729.949.038.517,818.415.236.751.702,-147.862.552.922.279,265.276.098.490.115,710.228.013.250.646,Low Risk,Sulawesi,No
7/24/2020,838.963.083.442.828,109.879.631.874.866,628.559.053.046.629,729.065.884.512.593,732.989.649.881.867,NA,350.888.798.560.482,799.944.880.522.366,763.529.208.396.203,980.873.590.769.014,359.575.878.869.434,12.960.484.223.209,Medium Risk,Sulawesi,No
7/25/2020,715.808.023.998.366,664.901.180.948.108,465.372.185.332.235,511.416.652.150.782,445.965.645.906.978,597.481.602.830.779,169.443.430.749.234,862.491.249.923.085,107.656.302.095.549,-416.278.254.221.927,278.937.377.945.834,854.802.674.828.977,High Risk,Papua,No
7/26/2020,908.037.479.336.336,765.059.731.668.364,393.960.621.478.036,591.715.533.450.361,632.694.118.384.019,NA,268.449.831.584.003,91.012.184.451.124,118.688.442.450.916,-300.419.697.111.526,359.919.253.286.199,112.290.486.234.891,Low Risk,Papua,No
7/27/2020,583.579.719.791.819,406.360.657.847.749,398.018.811.077.345,478.847.112.398.001,36.364.858.302.737,524.498.927.864.462,148.530.345.854.815,758.641.719.519.258,972.632.866.319.698,680.531.383.065.904,247.821.354.883.036,685.439.935.705.038,Medium Risk,Kalimantan,No
7/28/2020,69.718.245.308.533,568.641.100.982.666,480.064.959.439.915,536.211.172.959.378,546.467.881.002.871,545.578.195.296.445,307.086.712.794.844,926.714.563.498.732,116.197.075.514.222,107.841.005.113.357,29.967.383.611.557,73.832.408.901.699,Medium Risk,Sulawesi,No
7/29/2020,896.479.905.272.147,551.483.914.418.829,NA,798.803.107.405.834,415.657.851.182.694,NA,297.344.574.385.788,773.584.176.303.755,149.413.317.545.358,-109.482.672.739.174,397.807.316.354.855,152.134.044.163.303,Low Risk,Kalimantan,No
7/30/2020,741.992.307.848.317,686.135.518.801.347,331.640.900.415.368,745.703.529.462.584,550.535.853.559.972,NA,240.855.014.396.366,776.851.879.293.348,108.140.780.868.559,570.821.017.806.119,330.148.388.479.232,117.429.259.806.195,High Risk,Kalimantan,No
7/31/2020,595.438.913.617.212,48.216.983.486.392,444.489.026.479.423,650.032.180.426.199,561.044.680.861.354,NA,290.253.263.027.407,7.757.368.883.577,99.239.818.936.202,-667.380.421.859.561,348.316.531.658.605,116.981.656.412.579,High Risk,Sulawesi,No
8/1/2020,800.683.007.177.554,438.935.180.436.324,466.302.226.115.949,797.139.448.187.221,581.977.168.287.012,377.383.589.829.761,116.350.760.729.983,789.672.796.537.751,133.447.167.862.926,10.458.518.843.867,36.362.991.516.008,126.708.840.460.633,Low Risk,Kalimantan,No
8/2/2020,100.983.548.442.366,908.170.616.679.112,352.461.497.031.618,823.041.850.392.883,478.114.682.178.383,505.519.553.192.235,262.381.026.288.494,907.154.088.062.067,111.194.467.854.103,-241.450.319.264.212,429.201.258.380.471,117.309.213.569.382,High Risk,Kalimantan,No
8/3/2020,77.743.972.139.132,718.953.135.443.271,634.537.565.431.092,959.515.007.939.864,751.174.278.956.105,641.088.545.102.429,173.981.544.782.873,795.708.739.573.764,108.134.965.001.855,562.605.912.330.643,295.172.015.781.235,844.222.233.601.983,Low Risk,Kalimantan,No
8/4/2020,973.970.639.128.361,110.453.711.373.301,438.591.900.549.363,591.501.146.719.158,736.763.955.481.786,483.327.967.762.108,144.777.045.871.597,762.416.555.981.874,881.790.776.442.653,232.493.804.700.421,366.342.403.644.533,111.369.077.255.982,Medium Risk,Kalimantan,No
8/5/2020,834.696.016.066.727,878.463.089.528.641,288.920.673.185.494,629.896.744.734.057,276.374.384.022.155,557.266.745.178.456,100.244.301.133.216,731.052.309.921.869,950.177.675.096.858,-505.245.023.909.785,387.213.133.147.438,12.300.436.491.937,Low Risk,Sulawesi,No
8/6/2020,892.877.743.381.604,728.044.943.149.879,523.660.103.420.261,617.866.628.710.083,580.901.054.614.494,464.436.343.314.435,23.498.715.742.724,729.183.960.755.046,122.640.470.452.082,-127.275.166.441.029,379.841.173.317.791,106.203.088.966.458,Low Risk,Papua,No
8/7/2020,108.003.825.047.456,753.430.796.592.675,606.102.587.908.972,60.092.359.039.713,824.814.674.562.171,466.809.039.047.287,754.344.713.455.879,768.357.051.628.495,143.349.363.386.649,260.939.737.093.803,495.063.283.471.203,175.908.099.895.257,Low Risk,Sulawesi,No
8/8/2020,978.875.889.789.998,832.472.407.674.728,527.246.243.311.092,779.486.019.389.272,640.294.540.600.621,602.323.161.941.934,32.976.598.896.319,758.720.980.246.086,117.586.586.746.365,6.125.692.594.236,359.595.933.402.029,11.323.465.312.319,Medium Risk,Papua,No
8/9/2020,817.097.707.856.844,811.769.947.893.101,367.275.689.642.411,744.702.550.618.492,657.728.614.036.762,456.226.385.784.241,105.331.478.943.117,758.779.156.519.884,100.656.314.018.223,-749.368.903.288.935,347.296.090.630.496,118.693.263.706.584,Low Risk,Papua,No
8/10/2020,67.627.505.623.626,613.701.407.268.604,505.038.264.305.331,638.940.754.703.041,728.682.918.312.273,496.575.335.117.789,392.008.230.357.897,859.844.473.846.015,110.196.106.482.166,111.509.734.248.962,311.189.627.869.533,845.162.151.925.523,Medium Risk,Sulawesi,No
8/11/2020,957.048.867.535.198,633.780.670.349.007,451.442.389.865.406,853.533.447.544.042,843.158.941.433.939,517.509.485.454.219,107.069.836.060.982,773.825.180.374.554,151.006.320.058.353,-338.153.522.102.248,385.648.164.863,NA,High Risk,Sulawesi,No
8/12/2020,953.169.760.275.795,67.451.073.149.424,643.878.478.056.286,77.195.334.400.371,911.193.259.792.286,39.017.905.917.607,306.049.640.213.605,627.666.130.809.731,141.312.764.314.994,156.631.919.553.527,402.462.136.901.366,147.075.618.079.981,Low Risk,Kalimantan,No
8/13/2020,928.616.257.085.412,826.801.778.071.658,547.552.268.300.205,603.560.810.967.097,540.215.650.444.249,663.875.277.885.569,328.124.886.236.619,876.953.828.462.243,112.314.254.965.829,478.159.825.006.242,403.562.710.395.821,160.903.260.215.899,Medium Risk,Kalimantan,No
8/14/2020,717.236.697.228.497,727.489.377.592.293,534.288.474.689.238,859.896.325.753.829,555.978.965.625.917,459.935.083.550.231,242.843.359.904.364,672.603.546.393.699,985.906.762.793.254,-971.625.899.761.528,344.814.008.972.444,141.261.851.697.403,Low Risk,Papua,No
8/15/2020,94.281.604.674.734,991.853.860.381.394,274.592.639.144.976,669.825.257.288.311,475.833.540.673.147,47.568.120.110.383,958.413.876.174.018,702.671.362.319.874,950.559.436.633.943,150.076.566.412.345,374.150.062.101.218,129.473.727.748.565,Medium Risk,Sulawesi,No
8/17/2020,730.566.999.030.423,741.756.321.270.075,641.125.880.265.608,718.326.238.743.747,477.250.057.232.463,659.321.723.026.809,369.489.485.467.784,765.898.307.959.605,984.915.096.887.219,15.613.559.134.271,337.250.739.465.886,923.821.365.261.298,High Risk,Sulawesi,No
8/18/2020,10.964.667.335.936,949.173.421.857.872,497.288.294.315.804,430.197.836.730.414,700.450.196.642.143,545.028.443.499.995,314.119.305.603.672,709.267.173.315.497,115.518.061.119.687,135.815.290.132.572,42.962.409.321.899,153.398.877.260.505,Medium Risk,Sulawesi,No
8/19/2020,931.776.739.660.327,962.597.871.050.645,541.645.019.948.483,892.130.724.666.457,576.420.655.179.173,NA,340.308.999.982.662,780.717.630.034.357,967.981.301.104.813,668.047.988.920.647,335.609.038.049.339,896.464.972.068.634,Medium Risk,Sulawesi,No
8/20/2020,758.099.847.746.521,103.890.589.252.681,238.983.791.270.293,759.713.026.920.386,55.995.106.458.866,574.687.245.940.378,281.505.723.686.423,806.481.167.221.581,729.709.835.317.887,828.099.233.873.259,313.667.697.797.417,993.308.259.567.436,Medium Risk,Sulawesi,No
8/21/2020,778.027.904.953.151,502.106.392.151.421,NA,793.732.062.903.459,381.420.404.100.982,565.795.282.968.202,381.268.540.299.498,69.086.832.025.694,129.671.317.492.192,-474.220.825.231.674,355.178.846.267.739,118.099.367.533.072,Low Risk,Kalimantan,No
8/22/2020,847.039.988.667.922,893.242.449.507.917,387.275.603.106.245,840.145.402.209.947,687.162.426.134.156,476.801.064.214.202,941.068.563.928.058,793.019.555.102.861,948.275.565.200.189,-724.409.981.653.188,457.566.551.379.836,158.687.847.665.487,High Risk,Kalimantan,No
8/23/2020,997.169.600.013.118,930.011.302.436.178,594.900.775.833.521,767.451.136.063.625,804.968.227.478.602,52.279.814.160.505,291.613.701.421.302,842.016.067.849.162,107.221.234.559.302,104.135.644.576.444,432.553.767.087.821,165.607.635.044.514,High Risk,Sulawesi,No
8/24/2020,929.822.648.076.755,933.989.124.426.163,204.090.433.290.694,650.212.793.306.212,278.931.944.453.654,44.056.890.478.116,193.895.439.847.838,76.286.658.125.457,995.539.052.607.311,-124.905.313.605.628,384.099.766.360.294,NA,Medium Risk,Kalimantan,No
8/25/2020,112.420.621.040.682,967.145.120.169.014,476.217.745.856.848,659.401.507.423.611,676.631.354.624.956,29.460.396.365.481,325.435.918.117.873,781.652.335.651.959,116.239.661.138.998,-688.050.461.984.723,4.477.420.067.559,151.044.260.459.948,Low Risk,Papua,No
8/26/2020,946.750.540.953.401,974.310.887.126.858,455.992.686.124.519,781.064.295.958.989,766.858.903.231.349,523.175.596.528.956,274.383.543.916.047,56.765.463.648.704,971.712.985.518.688,145.620.515.714.578,384.496.095.038.007,139.593.086.764.369,Medium Risk,Sulawesi,No
8/27/2020,606.787.101.062.326,40,295.630.567.276.385,60.488.048.996.363,39.473.981.567.089,392.715.464.894.787,966.498.658.061.028,743.436.772.838.366,101.131.183.510.388,85.223.396.661.003,288.297.291.951.586,956.564.755.764.812,High Risk,Kalimantan,No
8/28/2020,67.874.669.732.403,542.141.051.959.996,356.935.628.526.844,68.686.108.521.186,712.607.169.319.916,NA,330.118.978.014.216,554.076.225.941.418,113.124.449.554.005,219.021.840.768.747,364.100.818.208.313,117.005.621.361.205,Low Risk,Papua,No
8/31/2020,110.702.168.040.705,964.646.589.464.501,416.664.580.432.698,723.853.899.709.935,599.967.795.055.603,562.755.189.581.054,153.118.430.720.642,749.236.051.048.915,114.759.300.711.527,497.670.047.988.342,41.438.844.837.716,170.405.625.477.052,Medium Risk,Sulawesi,No
9/1/2020,919.775.089.370.008,96.596.357.007.318,36.803.942.904.342,777.319.171.529.112,523.750.674.958.631,612.240.309.219.805,26.411.868.782.714,714.499.768.156.487,952.184.034.539.033,309.251.555.057.202,386.469.112.404.768,140.592.616.449.891,High Risk,Sulawesi,No
9/2/2020,745.923.166.917.776,817.359.971.525.802,275.677.857.492.119,892.065.284.208.926,719.853.280.077.726,435.716.270.956.435,932.485.367.450.863,688.045.505.805.321,912.600.558.998.905,419.845.003.178.468,333.047.980.129.513,11.056.049.412.916,Low Risk,Papua,No
9/3/2020,749.958.913.436.569,501.685.785.055.486,558.191.575.605.888,706.427.765.124.256,470.544.731.906.424,530.667.377.517.718,365.894.400.444.813,793.887.470.684.535,124.993.152.239.428,-644.087.742.338.439,306.931.756.438.182,100.319.641.181.497,High Risk,Sulawesi,No
9/4/2020,815.261.807.282.939,695.087.886.456.613,578.011.705.423.705,793.753.327.201.541,572.559.561.635.144,468.647.415.285.637,126.552.116.344.683,875.253.591.407.731,117.289.025.340.226,-203.470.226.725.353,364.378.001.040.939,127.792.497.990.572,Low Risk,Papua,No
9/5/2020,639.182.121.670.565,753.288.948.472.109,346.106.872.572.564,785.819.956.325.862,556.889.578.299.219,739.380.568.046.788,418.172.500.790.097,651.592.270.466.312,848.521.836.098.902,-563.762.884.937.963,318.236.241.324.948,934.499.137.313.819,Low Risk,Papua,No
9/6/2020,103.110.267.827.332,913.164.019.809.262,588.355.201.121.885,783.127.675.771.276,695.122.049.392.346,588.305.798.938.919,104.002.806.614.153,899.520.448.829.278,112.915.386.053.941,158.274.739.657.885,378.979.855.898.527,NA,Medium Risk,Kalimantan,No
9/7/2020,695.373.014.918.789,540.467.930.842.966,558.039.548.215.456,685.883.839.721.419,478.957.216.345.239,46.234.765.418.204,23.616.252.226.755,691.073.870.826.473,115.895.502.486.465,-999.436.834.260.359,28.659.234.033.767,91.844.126.284.855,Medium Risk,Kalimantan,No
9/8/2020,105.680.363.476.004,104.631.603.775.592,301.657.303.231.768,662.580.134.911.321,421.238.630.587.153,583.802.381.271.652,211.862.486.433.238,762.299.586.080.154,101.002.335.491.924,75.986.459.311.051,406.612.884.641.149,151.338.927.879.881,Low Risk,Kalimantan,No
9/9/2020,112.917.698.046.082,112.960.405.465.069,293.422.950.617.969,883.100.799.085.734,561.817.437.608.122,550.327.831.825.617,168.194.257.600.699,902.342.499.691.816,999.621.925.764.067,-573.679.128.307.819,434.024.546.695.433,136.973.815.842.379,Low Risk,Papua,No
9/10/2020,966.489.143.818.504,685.790.243.960.682,451.350.518.665.276,897.689.339.454.495,71.134.014.972.625,438.443.501.119.666,127.323.953.113.519,771.133.841.875.093,140.930.722.233.184,-128.005.807.240.282,406.551.721.533.804,15.801.136.746.087,Low Risk,Kalimantan,No
9/11/2020,765.672.788.261.634,564.454.916.052.885,289.464.617.355.261,78.168.042.291.026,578.320.739.673.662,48.692.275.850.688,316.188.261.082.862,719.253.658.378.769,127.612.131.376.939,483.213.260.343.094,384.582.823.207.806,136.209.131.305.482,Low Risk,Papua,No
9/12/2020,355.775.438.285.836,40,20.978.377.103.107,697.105.049.573.817,345.014.388.189.248,443.198.279.348.724,114.654.180.470.388,82.217.771.740.023,592.959.063.809.726,404.310.928.458.587,262.273.307.927.891,763.366.567.554.332,High Risk,Papua,No
9/13/2020,831.849.911.686.751,760.883.423.508.087,219.979.779.059.067,813.800.183.154.734,428.895.576.315.295,636.570.243.665.346,12.319.760.930.026,680.045.923.741.583,1.093.268.542.836,429.509.314.347.074,315.491.927.136.425,937.778.349.671.591,Medium Risk,Sulawesi,No
9/14/2020,946.067.278.042.878,677.026.633.211.594,584.425.525.383.558,485.668.824.702.789,376.505.306.975.839,521.891.766.098.216,86.415.427.914.104,743.507.637.814.063,139.738.561.473.578,-126.137.922.795.448,386.861.008.721.206,143.497.773.198.947,Low Risk,Papua,No
9/15/2020,102.253.255.466.303,521.999.976.526.142,588.969.759.526.663,87.870.851.783.274,880.123.307.298.765,703.158.791.077.138,156.187.326.544.896,856.452.980.358.128,170.422.092.443.839,-198.779.864.079.135,375.599.121.129.101,12.163.183.262.627,High Risk,Sulawesi,No
9/16/2020,108.595.143.764.161,102.043.693.691.491,221.486.103.213.392,642.866.448.190.361,180.920.117.964.794,506.175.385.937.738,285.286.511.688.028,679.716.740.285.805,106.420.240.032.154,-991.581.040.952.962,414.326.329.462.929,133.803.293.565.302,High Risk,Papua,No
9/17/2020,109.377.690.324.705,108.058.676.982.564,189.371.780.424.844,783.177.749.147.258,272.815.413.516.027,490.818.545.630.089,382.675.518.190.954,92.933.131.081.159,101.220.645.466.864,-227.299.703.404.298,45.931.421.920.523,17.609.124.706.083,Low Risk,Sulawesi,No
9/18/2020,106.923.154.899.113,737.418.891.015.814,373.708.399.697.207,657.665.591.947.641,437.310.523.781.755,600.541.173.899.452,121.828.600.445.297,759.132.283.295.924,144.996.495.481.454,840.026.722.186.968,428.357.530.999.942,141.648.954.047.374,Low Risk,Papua,No
9/19/2020,906.179.035.558.871,913.235.861.857.844,366.329.576.377.757,504.477.475.658.276,472.554.720.189.114,33.123.281.440.712,382.284.947.270.527,885.321.472.823.057,992.272.723.188.271,544.400.946.460.125,368.823.876.514.962,116.940.478.361.767,Low Risk,Papua,No
9/20/2020,107.278.535.961.074,120.151.869.500.365,189.107.388.255.652,771.086.010.324.952,169.877.768.985.034,379.818.563.871.354,368.141.130.851.582,756.789.775.304.433,892.857.817.420.379,227.315.778.473.702,445.214.774.354.425,155.234.670.926.386,Low Risk,Sulawesi,No
9/21/2020,699.979.643.849.363,62.654.764.097.684,460.850.520.443.637,472.413.553.965.116,572.992.181.568.905,396.499.853.453.638,22.132.775.611.477,819.591.124.912.009,111.720.098.851.228,-37.474.863.027.943,292.469.546.659.872,113.535.745.073.535,High Risk,Papua,No
9/22/2020,868.158.662.038.511,754.091.697.457.511,298.359.959.255.904,786.043.922.147.552,459.418.086.081.056,691.706.608.139.864,142.402.032.846.585,70.480.433.968.321,115.126.405.046.706,-384.684.753.560.103,328.080.504.223.754,100.219.753.815.552,High Risk,Kalimantan,No
9/23/2020,928.013.817.796.783,603.155.049.964.395,548.701.300.658.286,714.057.641.555.762,581.072.407.628.601,345.370.531.922.364,279.407.449.001.446,687.617.519.594.784,153.859.910.126.188,-264.407.046.106.279,409.676.333.526.863,168.796.219.471.809,Low Risk,Papua,No
9/24/2020,948.731.733.581.513,942.230.580.378.109,629.367.514.355.108,731.468.053.427.884,786.727.902.714.115,523.303.807.563.047,145.283.750.093.076,888.415.828.360.485,100.689.974.761.888,108.333.403.558.703,370.479.011.866.204,120.066.725.486.301,Low Risk,Papua,No
9/25/2020,813.368.212.848,769.558.744.848.321,567.890.811.080.579,748.242.156.157.616,757.708.517.211.387,642.274.110.686.383,213.473.361.851.647,792.116.527.405.676,105.692.803.608.945,-702.982.680.910.308,341.155.280.729.057,10.646.414.341.098,Low Risk,Sulawesi,No
9/26/2020,101.343.044.576.973,748.572.713.361.166,222.241.622.968.577,478.670.749.870.596,259.161.519.758.574,NA,366.519.548.753.276,854.300.521.347.619,13.538.169.741.979,-516.908.111.099.908,401.153.053.761.475,132.954.400.428.165,Medium Risk,Kalimantan,No
9/27/2020,885.582.459.850.449,615.903.723.825.917,589.797.040.128.615,766.972.043.877.056,691.489.296.752.411,541.184.864.664.434,291.942.238.169.722,768.237.246.215.475,143.785.858.989.344,19.312.246.565.362,375.043.166.774.342,112.140.104.835.573,Low Risk,Kalimantan,No
9/28/2020,736.045.768.393.644,424.299.544.733.683,NA,9.079.207.517.126,665.047.241.262.422,461.171.656.650.523,176.326.349.785.086,707.835.187.231.809,122.674.294.732.274,37.754.377.775.255,324.491.632.967.696,10.400.569.742.887,Low Risk,Sulawesi,No
9/29/2020,117.839.687.918.042,110.651.881.188.771,359.021.720.534.656,644.459.229.731.782,148.455.867.179.104,660.801.427.338.114,150.722.424.464.766,656.348.112.444.976,106.495.873.953.566,-157.091.814.586.911,420.573.426.638.974,151.117.515.636.048,Low Risk,Papua,No
